page,title,article,category
https://www.bbc.com/news/uk-england-london-55748037,London mayoral race 2021: The candidates standing in this year's election,"More than six million people are registered to vote in the capital with the mayoral election normally taking place every four years.,This election was originally scheduled to take place in May 2020 but it was ,These are the candidates who have said they intend to stand for mayor this year (listed alphabetically):,A former youth worker who currently serves as a Conservative on the London Assembly.,The Renew party candidate has worked in the field of international law, global risk and transnational business.,The co-leader of the Green Party currently serves as a London Assembly member and councillor in Camden.,A self-proclaimed interplanetary space warrior, who has challenged both Boris Johnson and Theresa May in general elections.,Burning Pink's candidate describes herself as a mother, grandmother and vigilante.,A long-term weather forecaster who is the older brother of former Labour leader Jeremy Corbyn.,A YouTuber and former radio presenter.,An actor who set up the Reclaim Party in 2020.,UKIP's candidate describes himself as motivational speaker, broadcaster and author who has spoken at world conferences and events.,An anti-Brexit campaigner who runs a company that offers training courses in the financial sector. ,The leader of the Animal Welfare Party and film director. ,Served as MP for Tooting for 11 years before he was elected mayor of London in 2016.,A former Brexit Party candidate at the general election.,A former teacher who sits with the Brexit Alliance Group on the London Assembly.,The Croydon-born businesswoman has worked in the commercial sector for 22 years.,A pastor who is chief executive of The Peace Alliance, which was set up to tackle knife crime.,A YouTuber known for his prank style videos.,A Camden councillor who served as an MEP for the Lib Dems between 2019 and 2020.,The leader of the Women's Equality Party has worked for all three of London's previous mayors on various projects.,A former banker who founded the media firm London Real.",politics
https://www.bbc.com/news/uk-england-norfolk-56589398,Brexit: Businesses find 'teething problems' trading with the EU,"Captain Fawcett Ltd is based in King's Lynn, Norfolk, and the majority of its male grooming products are exported, with 51% going into Europe.,Director Richard Finney says the last three months have been ""particularly difficult"" in terms of getting products to their destination.,""We are quite used to shipping paperwork as we do that for other countries,"" he says.,""But we found a lot of obstruction.,""Where a parcel normally takes two days, it's been taking up to two months to arrive in some instances."",Mr Finney says he has parcels that are still ""stuck"" in Spain, Poland and Germany.,""Our paperwork is correct, but we are finding different countries are making their own individual requirements,"" he says.,""You can send off a parcel and have no idea if or when it will get there."",Mr Finney says he hopes the issues are just ""teething problems"" as staff are ""working round the clock"" to ensure things run as smoothly as possible.,Suffolk pig farmer Alastair Butler says ""things are starting to move again"" after a tricky to start to the year due to paperwork problems.,""The marketplace seemed to close for about a month to six weeks,"" he says.,This led to livestock not being moved off the farm, in Southwold, which Mr Butler hopes will not happen again.,""We had a build-up of pigs,"" he says.,""Luckily as an outdoor pig producer we have a little bit more space so we could handle that, but if it carried on it could have caused some serious animal welfare situations."",The farmer says while the situation has improved, there are ""still a few kinks to iron out with the system"".,He says he would ideally like to see more people buying British pork to help farmers who have had to ""soak up some of the costs"" of a slow start to the year.,""It's been difficult for pig farmers, but things are starting to improve and we're hoping for a brighter future,"" he says.,New rules have come into force for those in the UK either importing or exporting with European Union countries.,Exactly what licences are needed or what duties must be paid depends on what is being exported, its value, where the product originates from and to which country it is being sent, ,.,From 1 January, the UK government introduced a rule that VAT must be collected at the point of sale rather than the point of import.,This essentially means that overseas retailers sending goods to the UK are expected to register for UK VAT and account for it to HMRC if the sale value is less than €150 (£135).,For Steven Williamson, director of Lynn Shellfish in King's Lynn, things are ""definitely getting easier"".,He says the company's first load of produce was delayed for five days, but exports are now getting to their destination within 24 hours.,""We are getting our heads around it,"" he says.,""The EU are not taking live product, so we will have to cook all of our cockles as part of a purification process."",Mr Williamson says the business can ""handle"" the change, but he feels it is ""more of a pain for European customers"" who wants live products.,""It's a strange situation,"" he says.,""The hassle we've had to deal with is the hassle I expected with no deal.,""If you've done a deal things should run smoothly and it hasn't."",Despite the hurdles of leaving the EU, Mr Williamson believes the UK will be better off in the long run.,Everyone seems to be agreed that things have calmed down. Firms are getting their heads around the paperwork, customs officers on the continent are accepting it. ,There are still delays and a few shortages, but it's not as bad as at the start of the year.,It has come at a price. Companies complain that Brexit has produced a lot more red tape which the Norfolk Chamber of Commerce says has pushed up the cost of exporting by 35%.,There is still a sense of nervousness that things could get difficult again at any time - disputes over vaccine supply, sale of fresh shellfish and Northern Ireland border issues could easily flare up into a full blown trade war.,For companies in the region, Brexit has become yet another challenge to deal with in 2021.,eastofenglandnews@bbc.co.uk",politics
https://www.bbc.com/news/uk-wales-56590487,Racist graffiti on Books Council of Wales HQ in Aberystwyth,"A swastika and ""Wales 4 white"" was discovered written on the Books Council of Wales headquarters in Aberystwyth, Ceredigion, on Tuesday morning, its chief executive said.,Helgard Krause, who is openly gay, said it had ""horrified"" her and her colleagues who reported it to Dyfed-Powys Police.,The force said it was investigating.,Last month the force received a separate report of racist graffiti in another part of Aberystwyth.,A spokesman said they were not currently linking the two crimes.,Ms Krause said it was difficult to say if the graffiti was targeted.,""I am German so the swastika is particularly problematic to me and it's illegal in Germany,"" she said.,""It's got a lot of negative weight for me."",Ms Krause, who lives outside of the town with her wife, said the vandalism was discovered on Tuesday morning by one of her colleagues who could not work from home.,The colleague took a picture of it and sent it to her which she later tweeted.,She accompanied the picture with the following message: ""To whomever who daubed our building in racist and Nazi graffiti: it will do nothing for your cause.,""The opposite, it has strengthened my resolve to address the inequalities that exist in our society wherever we find it."",The Welsh government-funded organisation, which promotes books and literature related to Wales, is not the only building to be targeted in the town.,Last June the nearby Cofiwch Dryweryn mural was vandalised with a swastika and a white power symbol.,The artwork - commemorating the flooding of a Welsh village to create a reservoir - was restored later the same day.,Elin Jones MS, who has represented Ceredigion for Plaid Cymru at the Senedd since 1999, tweeted at the time: ""Wal Tryweryn restored and hateful, racist symbols removed."",A spokesman for Dyfed Powys police said: ""We received a report of criminal damage at Castell Brychan, Aberystwyth, on Tuesday, 30 March.,""Enquiries are ongoing. Anyone with information is asked to contact us.""",politics
https://www.bbc.com/news/uk-england-tees-56593080,Re-named Brexit Party - Reform UK - announces by-election candidate,"John Prescott, 46, who previously stood for the party in Stockton, has been chosen to represent Reform UK. ,Dr Paul Williams has been , to replace Mike Hill, who , of sexual harassment which he denies.,Farmer Jill Mortimer , in the election which will be held on 6 May.,Thelma Walker, the former Labour MP for Colne Valley, ,.,A spokesman for Reform UK described Mr Prescott as a ""proud father and a self-employed businessman who will be the strong voice in Westminster that Hartlepool needs"".",politics
https://www.bbc.com/news/uk-wales-politics-56582560,Welsh election: Pledge to treble council tax for second homes,"Plaid is proposing to increase the council tax premium that can be charged on second homes from 100% to 200%.,The party is also proposing to cap the number of second homes in an area and change the rules so that they cannot be registered as businesses.,Conservatives called it a ""veiled attack"" on Wales' visitor economy.,But Plaid says the policies are necessary to prevent rural communities from losing a ""generation of young people"" because of the ""second homes crisis"".,There were 24,873 second homes registered in Wales for council tax purposes in January 2021, ,. ,Gwynedd has the highest number of second homes - 5,098 - 20% of all second homes in Wales.,Pembrokeshire has 4,068 registered, Cardiff has 3,477, Anglesey 2,139 and 2,104 in Swansea.,Since 2017, Welsh councils have had the right to charge a council tax premium of up to 100% on second homes.,In the 2020/21 financial year, , - Conwy and Ceredigion have been charging 25%; Anglesey has been charging 35%; whilst Gwynedd, Denbighshire, Flintshire, Powys and Pembrokeshire councils have been charging a 50% premium. ,Swansea council became the first in Wales to decide , from 1 April 2021, with , recently backing the full charge. ,Concerns have been raised that some second home-owners have designated ,, meaning they pay no council tax at all., On 6 May, people across Wales will vote to elect 60 Members of the Senedd (MSs). The party or parties that can command the support of a majority of members will form the Welsh government.  ,., MSs pass laws on many aspects of day-to-day life in Wales, such as health, education and transport. They also have control over some taxes. Defence, foreign policy and immigration are decided by the UK Parliament., Anyone who lives in Wales and is registered to vote is eligible, so long as they are aged 16 or over on the day of the election. ,.,Mabon ap Gwynfor, Plaid's candidate for the Dwyfor Meirionnydd constituency in Gwynedd said his party in power would ""close the loophole that currently allows second homes to be registered as 'businesses'"" as well as increase the maximum premium to 200%.,He added: ""In addition, a Plaid government would redefine the term 'affordable home' which currently includes properties worth over £250,000 - a figure way out of reach for many young people in our rural communities. ,""Young people are at the heart of our rural communities and a Plaid government would be wholly committed to giving them every opportunity to earn, learn and live in their area of choice, wherever in Wales that may be."",The Welsh Conservative candidate for Dwyfor Meirionnydd, Charlie Evans, said: ""Plaid Cymru are resorting to the same old policies of higher taxes with yet another veiled attack on Wales' brilliant visitor economy.,""Plaid have propped up a number of Labour governments and failed to oppose numerous Labour budgets over the past 22 years, so have to take responsibility for the part they've played in the housing crisis."",""Welsh Conservatives have an ambitious plan to solve the housing crisis and build a better Wales with 100,000 new homes, restoring right to buy and scrapping stamp duty for first time buyers."",In its last Welsh government budget, Labour changed the land transaction tax - the Welsh version of stamp duty - so that , when they buy properties up to £180,000, rising to 16% for homes worth at least £1.6m.,Welsh Labour's Joyce Watson said: ""We recognise the concerns about the effects that large numbers of second homes can have on some of our communities and, in particular, on the long-term sustainability of our Welsh-speaking heartlands."",She added that if Labour was returned to power it would create 20,000 social homes for rent in the next Senedd term and guarantee every young person under 25 the offer of a job, education, training or support to start a business.,Stephen Churchman, Welsh Liberal Democrat candidate for Dwyfor Meirionnydd, said his party would ""crack down on second homes"".,""We will institute legislation that requires local authorities to set council tax at the maximum possible level for all homes other than someone's primary residence,"" he said. ,""We will close loopholes that allow people to designate second homes as businesses and ensure that they pay their way to support the communities locally."",Other candidates expected to stand in Dwyfor Meirionnydd include:",politics
https://www.bbc.com/news/uk-northern-ireland-56589980,Brexit: 'I'm the bogeyman over NI protocol' - Coveney,"He said the irony was that his office has been telling Brussels about the need to understand the tensions in NI.,The protocol is the part of the Brexit deal ,.,It is opposed by unionist parties which have said it undermines their place in the UK.,Mr Coveney said the protocol was not just about Northern Ireland, but about the island as a whole. ,He said dismantling the protocol would mean infrastructure on the border, which would not be accepted politically. ,""We would be taken out of the single market by default,"" said the minister.,""The protocol is not just about Northern Ireland; it is about the island as a whole functioning as it needs to function in order to protect relationships and trade."",He said the protocol was designed as much in London as it was in Brussels, ""but many people seem to conveniently forget that"".,The protocol was not going to be cast aside, but efforts would be made to address ""genuine concerns"", Mr Coveney told the Seanad, Ireland's upper house, earlier this week. ,He added: ""Despite the fact that I have become somewhat of a bogeyman for some people in the context of the protocol and trying to tell people the truth about it, the irony is that the [Irish] government, and my office in particular, has been constantly talking to the European Commission about the need for flexibility, the need to understand the tension in politics in Northern Ireland because of the protocol and its implementation, and the need for pragmatism in terms of implementation."",Graffiti singling out both Tanáiste (Deputy Prime Minister) Leo Varadkar and Mr Coveney ,. ,Earlier this month, the UK government changed how the protocol was being implemented without EU agreement.,It delayed the introduction of new sea border checks on food, parcels and pets.,It also moved unilaterally to ease the trade in horticultural products across from Great Britain to Northern Ireland.,The EU has begun legal action as a consequence.,Mr Coveney said easing the trade burden must be done through cooperation and partnership. ,""We cannot have a situation where one side, whether it be the EU or the UK, decides unilaterally to declare that it is going to implement the protocol in one way or another, in a manner that contravenes not only the spirit of the protocol but the legal obligation under the protocol as well."",The minister said the Republic of Ireland had also suffered trade disruption as a result of Brexit. ",politics
https://www.bbc.com/news/business-56594349,Biden to unveil spending plan worth trillions,"The plan aims to upgrade its crumbling infrastructure and tackle climate change.,The $2.3tn (£1.7tn) proposal, which he will outline in a speech on Wednesday, was central to the vision he laid out on the presidential campaign last year.,Mr Biden plans to offset the spending by raising taxes on businesses, including the corporate tax rate.,That would rise from 21% to 28%, a proposal which has already roused fierce opposition.,Republicans have called the rises ""a recipe for stagnation and decline"", while the Business Roundtable, a powerful lobby group that represents firms such as Walmart, said it supported investments but would oppose tax increases.,The pushback is a sign of the tough fight ahead for the plan, which needs approval from Congress.,The White House has promoted its proposal as the most ambitious public spending in decades, saying the investments are necessary to keep the US economy growing and competitive with other countries such as China.,The package ranges widely, touching on everything from creating charging stations for electric vehicles to eliminating lead pipes.,It calls for investing more than $600bn in infrastructure, including modernising roads, replacing rail cars and buses and repairing crumbling bridges.,Billions more would be devoted to initiatives like improving veterans hospitals, affordable housing, high-speed broadband, manufacturing, and technology research.,The spending, which would have to be approved by Congress, would roll out over eight years. ,The tax increases, including raising the minimum tax on profits earned overseas, would offset the spending over 15 years.,For carmakers, who in recent weeks have been increasing green investments, the plan is expected to unleash new demand for electric vehicles.,Investors in the sector have been ""awaiting this day since Biden was elected"" analyst Dan Ives of Wedbush Securities said.",business
https://www.bbc.com/news/topics/cl16knz857vt,Simon Jack,,business
https://www.bbc.com/news/uk-wales-56580859,Merthyr: Nearly 80% of Covid-isolation payments rejected,"Despite being one of Wales worst-hit areas, the vast majority of claims for a £500 self-isolation support scheme were unsuccessful.,Under the initial rules, the figures show Merthyr rejected 823 applications and approved 232.,But the council says it follows Welsh government guidance in its decisions.,BBC Wales has seen data showing big regional variations in approval rates.,The government meanwhile said it is working with councils ""to look at the main reasons for rejecting applications"".,Among stark regional variations Bridgend, Ceredigion and Powys were found to have rejected more than 70% of applications.,The all-Wales rejection rate was around 58%.,In contrast to Merthyr, Blaenau Gwent, a local authority with a similar size population and similar Covid case numbers, rejected 609 applications and approved 807.,Shavanah Taj, Wales TUC's general secretary, said the variation was ""really concerning"",The figures cover the first phase of the programme from 16th November to mid-February.,For most of that time the case rate in Merthyr was higher than Wales' average and for two weeks in mid-December it had the highest rate in Wales.,Welsh government rules state that to qualify for the scheme people must stand to lose income by isolating because they cannot work from home, and they must be on universal credit or similar benefit.,There is also a discretionary part of the scheme for people who are on lower incomes but do not qualify for any benefits.  ,Jon - not his real name - is a construction worker from Merthyr who tested positive for Covid.,He tried to access the grant under the discretionary part of the scheme as he is not on any benefits.,But he was told by Merthyr Council that he did not qualify because he would not ""experience financial hardship"" by isolating.,""The council decided no because I transferred money every month to a joint account.,""I was punished for managing my money.,""I work with people who have had to self-isolate, but live in a different borough (Caerphilly) who received the money."" ,In mid-February, the discretionary element was broadened to include anyone earning less than £500 a week. The previous limit had been £350.,People apply for the grant via their local authority.,Plaid Cymru's health spokesman Rhun ap Iorwerth said the figures were ""worrying"".,""We need reassurance now that government is trying to understand what's happening here and addressing the risks,"" he said.,Conservative health spokeswoman Angela Burns said the scheme seemed to be a ""postcode lottery."",""The average rejection rate of 58 per cent masks some very high regional rejection rates, and Labour ministers must look to themselves to see if the rules they set were too strict,"" she said.,Jane Dodds, leader of the Welsh Liberal Democrats, said: ""It simply cannot be right that people are being treated differently depending on where they live. "",The Welsh Local Government Association, which represents councils said it was working with the government to ""ensure that the scheme fulfils its purpose and reaches those who it is intended to support."",A Welsh government spokeswoman said: ""We have been working with local authorities to look at the main reasons for rejecting applications to see if we need to adapt the scheme further.  ,""The main reasons for turning down applications is people applying who do not meet the basic eligibility and people not providing evidence of loss of income."",A spokeswoman for Merthyr Tydfil council said: ""We can confirm that all applications received are being processed following the guidance as set out by Welsh Government. ,""If information is not provided or the criteria not met then we cannot make an award. Where all information is received and the criteria met then an award is made.""",business
https://www.bbc.com/news/business-56441829,"What Brexit changed for clothes, flower and sausage firms","But some businesses are struggling to adjust to the new trading landscape outside of the customs union and single market.,Firms across four different sectors share their stories of rising costs, extra paperwork and packages that never arrive.,Ben Taylor and Alice Liptrot have come a long way since they founded their knitwear brand Country of Origin straight out of university.,The couple now employ four other people and sell clothes wholesale to independent shops and to customers online.,About a third of sales, Ben says, came from customers in the EU. ,""But since the end of January, it's tailed off completely."",Ben says the firm has been caught up in an ""onslaught of admin"" and about 80% of orders to the EU after Brexit have seen customers having to pay extra charges.,New rules have come into force for those in the UK either importing from, or exporting to, Europe.,Exactly what licenses are needed or what duties must be paid depends on what is being exported, its value, where the product originates from and to which country it is being sent, ,.,From 1 January, the UK government introduced a rule that VAT must be collected at the point of sale rather than the point of import.,This essentially means that overseas retailers sending goods to the UK are expected to register for UK VAT and account for it to HMRC if the sale value is less than €150 (£135).,One customer in the Netherlands was asked to pay an additional €100 (£88) on their order, Ben says, for ""government fees"", with no further explanation from customs agents.,Ben adds that the firm is not an ""inexperienced"" exporter, having shipped goods to Japan and the US. He says the lack of clarity on why certain charges are being raised is ""frustrating"".,The next step? ""To get some kind of operation going in Europe - moving stock to dispatch from there because this just isn't sustainable,"" he says.,""I just hope this doesn't put off any other young person who wants to start a small business today."",Diane Collison has been responsible for helping her firm, Collison Cut Flowers, adapt to post-Brexit changes.,The Norfolk cut flower producer imports 35 million bulbs a year - mostly tulips from Holland, scented stock and lilies., introducing new checks on most imported plants until 2022. But some of the bulbs imported by Collison's Cut Flowers count as ""high-risk"", so they have already had to make some changes.,Diane has registered the business as a ""place of destination"", where plants could be checked by local health teams, and for an EORI number so the firm can bring EU goods into the UK.,Day-to-day, she must email a freight forwarding business details of expected deliveries before they hit UK ports. That's on top of registering invoices and plant health certificates with UK authorities.,""Each load is probably costing us about £200 extra now - and at about 150 per year that's not an insignificant amount of money,"" Diane says.,The firm may soon need to increase costs for customers.,""But I'm just pleased we've managed to get our imports in and what we've done is working,"" Diane says, adding the firm has only seen deliveries delayed by a few hours so far.,Steve Howell's Foodlynx sells British sausages, bacon and bread to hotels and restaurants across the EU. ,Typically it sends one or two trucks out a week and up to six in the peak summer season. But the Dorset-based firm suffered a three-day delay to the one shipment it has made since Brexit.,Its truck was held up at the port of Le Havre in France as customs officials questioned whether certificates for some animal products had been filled in correctly.,It was moved to another cold storage unit nearby while the issue was sorted out. Steve was charged €3,914 for storage and admin costs.,Although recent statistics show that , in January, Steve believes other factors are at play.,""Demand dropped off due to Covid last year anyway, plus we, like many others advised our customers to stock up before Christmas to avoid these types of delays.,""Now, the customers are running low on stock and we're still trying to battle through paperwork, new labelling regulations and compliance."",""The whole point [of Brexit] was to take back control of our country,"" Steve says.,""We have succeeded in doing exactly the opposite because British exporters are completely and utterly blown out the water."",Martyn Wilson set up his classic car parts firm 12 years ago and about 60% of orders are shipped to the EU.,VAT is now applied at the point of sale for parts under £135 - on top of duty charged on car parts at 24%.,Citroen Classic Car Parts typically sends out 130 items per month - but difficulties arose quickly.  ,""For couriers, I have to supply customers' contact details - and often have to write to them in French and German to get those, which is a bit of a drama we never had to deal with before."",Deliveries into Italy, for example, have never arrived and others have been returned due to customers not paying the new charges.,""It has impacted us certainly from the mental point of view. It's a lot of additional stress and you're continually on deadlines, trying to get good reviews from customers and make sure things get delivered."",Martyn points out that he is able to deliver car parts to the US in less than 24 hours - and no tariffs are applicable on those under $700.,""I will muddle on through in the best possible way I can and maybe it'll push me to think outside the box a bit. ,""Perhaps in the long-run it might be good for us, but we're going through the pain barrier.""",business
https://www.bbc.com/news/uk-scotland-scotland-politics-56583168,Scottish election 2021: Five things we learned from the first debate,"The Scottish Parliament term ended in a blaze of bad temper, with votes of no confidence and personal attacks flying thick and fast.,So this debate was a chance to see if the temperature would come down as parties hit the campaign trail - or escalate still further.,The leaders all called each other by their first names throughout, and with the audience dialling in from home sought not to shout over each other in the hush of a largely deserted studio - at least to start with.,But ultimately there are deep divisions between these politicians. And they showed.,It is still early days in the election campaign, but already the shapes of the platforms parties are building are becoming clear.,SNP leader and First Minister Nicola Sturgeon leaned on her pandemic leadership and the promise of a fresh choice on Scotland's future for the electorate - with a heavy caveat that any vote would come ,the health crisis has passed.,As in her campaign conference speech on Monday, Ms Sturgeon chose to single out her dream opponent in this debate - the prime minister.,On independence, her pitch is straightforward - who would you rather have in charge, me or Boris Johnson?,But it was another politician, not actually in the room, who was cited by Ms Sturgeon's opponents - Alex Salmond and his new Alba Party.,His intervention complicates the independence issue for Ms Sturgeon, in that he and his party present a different vision of her core policy and even different ways of achieving it - opening up all kinds of detailed, difficult questions that the SNP leader would rather keep for another day and campaign.,But ultimately the former first minister was not the ghost at the feast in this event - the leaders present managed to drag the debate back to independence time and again all on their own. ,Somehow, even what looked set to be a heart-warming segment at the end where all the leaders agreed to call out abusive language in political discourse ended with a row about the constitution.,Conservative leader Douglas Ross sought to galvanise his base by going back to the well of ""no referendum"" repeatedly. He mainly sought out clashes with Ms Sturgeon, given his party's goal is to deprive her party of a majority and provide ""strong opposition"" at Holyrood.,He may have actually overdone it somewhat when he said he wouldn't even work with the SNP to tackle climate change, such are their constitutional disagreements.,And independence was also his weapon of choice when attacking Anas Sarwar, seeking to tempt any hardcore unionists in the Labour ranks into backing his party instead.,Mr Sarwar, recently elected the leader of a party which has lost its position atop Scottish politics along with much of its traditional support to the SNP over recent years, has a more difficult tightrope to walk.,The primacy of the constitutional debate has left Labour looking rather shut out in campaigns since the 2014 referendum, with the SNP corralling pro-independence voters and the Conservatives cloaking themselves in the Union flag.,But the pandemic - along with Mr Sarwar's extremely-new-broom leadership - has added a fresh edge to their cry of ""wouldn't you rather talk about something else?"",Thus he sought to appear the reasonable alternative to both parties at every turn. If Labour has bled votes to both ends of the constitutional spectrum in the past, Mr Sarwar hopes to win them back from both ends now too.,Green co-leader Lorna Slater also had a tricky balancing act to perform, in her first appearance in a TV debate.,With the Alba Party providing extra competition for pro-independence votes, the Greens need to underline their credentials on that front - and she did so with another attack on the Westminster government.,However, they also need to differentiate themselves from the SNP, to give that party's supporters a reason to not just back them on both ballot papers. In the year the COP26 climate summit comes to Glasgow, the environment is as solid an electoral hook as anyone could wish for, and it's home turf for the Greens.,Meanwhile, Lib Dem leader Willie Rennie was one of the more experienced campaigners on the stage, and he harked back to previous campaigns by stressing that he didn't want to repeat them.,The Lib Dems have long traded off their pro-European image, and Mr Rennie used that to prop up his other constitutional argument by saying a new independence vote would be a re-run of Brexit.,In trademark Rennie style he also provided one of the few laughs of the evening when he was caught on camera waving back at audience members who were saying goodbye at the end of the programme.,This was an early-election contest, with parties happy for a chance to set the tone for the weeks ahead - but mostly seeking to avoid any serious gaffes.,In fact it's so early in the campaign that nobody has published a manifesto yet.,None of the leaders opted to use the debate to launch a shiny new policy, so ultimately they either had to stick to predictable, well-trodden ground, or drop some hints.,Nicola Sturgeon let slip that there might be something to come in the SNP manifesto about the universal basic income, an idea the party has backed trials of in the past.,But somehow the biggest row about a specific manifesto promise was one dating back to 2007 - the SNP's pledge to scrap the council tax, which sparked yet another confrontation between Mr Ross and Ms Sturgeon.,In the weeks ahead, more policy pledges and details should be forthcoming - providing plenty of fodder for the debates to come.",business
https://www.bbc.com/news/uk-wales-55855220,Covid: How many people have been vaccinated in Wales?,"More than 301,800 had received a second dose by Tuesday, Public Health Wales (PHW) said.,Daily figures show 13,473 people got a first dose and 13,921 were given a second.,It means a total of 1,427,183 people (45.3% of the population) had a first dose by Tuesday night - and 437,937 had had the full vaccination.,So far, 13.9% of the population have had both doses.,In the past week, just over 195,300 people were given doses in Wales.,Looking further ahead, ,.,Figures for Wales are released daily - and more of a local breakdown weekly - to show how things are progressing:,In Wales, 1,427,183 people had been given their first dose - 45.3% of the population.,, with the UK government saying it is ""confident"" everyone will receive their second vaccine within 12 weeks.,England has given first doses to 46.3% of its population and Scotland is on 44.6%. Northern Ireland has given first doses to 39.1%.,The UK nations have converged on numbers of first doses. The daily rate had tailed off, but has picked up again as the programmes move on to the next set of priority groups and supplies have increased again. ,The total number of people having the full vaccine course now stands at 437,937 - with 13,921 second doses given out on Tuesday.,Wales had regularly been ahead of the other UK nations in terms of its daily average of second doses, but the UK nations are now converging here too.,Scotland has fully vaccinated 6.2% of its population, Northern Ireland 7% and England 5.2%.,We get a series of weekly figures from PHW which now break down figures by local authority, as well as health board - with the latest going up to 14 March.,A technical issue has led to a delay in these figures being published.,The latest set shows:,When looking at vaccinations by local authority:,Hywel Dda health board said last week mass vaccination centres had focused on delivering second vaccine doses to care home, health and social care workers, while GPs were working hard to offer first doses to its largest priority group - 16 to 64-year-olds with underlying health conditions and unpaid carers.,We have to bear in mind the vaccine figures published in Wales, unlike in England, are not ""real time"".,It takes up to five days after a person receives a dose for the data to be actually published. ,GPs are asked to input data into the NHS Wales-built system as soon as possible but it then has to be verified and quality assured by PHW - to ensure people are not double-counted, for instance - before it is actually published.,So there is a built-in lag between what health bosses are seeing happening daily and when we see the figures.,One health official said they were under-reporting rather than leaving ""any chance of over-reporting"".,Ministers however, do have access to ""real-time"" data as soon as it is in the system so have an idea what is going on, on the ground.",business
https://www.bbc.com/news/technology-56589348,Facebook tweaks its news feed with new controls,".,Facebook will also make it easier to revert to ""chronological"" mode, with the latest posts displayed first.,The company abandoned this model in 2009, although the option remained buried in a menu, in favour of using algorithms to rank the content shown.,But on Wednesday, , said a lack of transparency and information available to users had led to mistrust.,And so Facebook has moved its ""most recent"" option to a new ""feed filter bar"", at the top of the news feed, which also allows users to prioritise posts from up to 30 friends or particular pages, a feature introduced in October last year, before reverting to algorithmic content ranking.,Despite the change, Mr Clegg, the former Deputy Prime Minister, said Facebook's algorithmic content ranking - and personalised advertising - continued to offer ""so many benefits to society"".,Comparing its use of algorithms to a romantic couple in which ones does the shopping and the other cooks dinner, he said: ""Content ranking is a dynamic partnership between people and algorithms.,""Your news feed is shaped heavily by your choices and actions."",In a further bid for transparency, the news feed's  ""Why am I seeing this?"" links will now detail the criteria for recommended posts - from people and organisations users do not follow - such as having recently interacted with a similar post.,The new controls would be available for Android app users first, Facebook said, with an iOS update for Apple phones in the coming weeks.",business
