page,title,article
https://www.newtimes.co.rw/business/mtn-considers-setting-financial-tech-firm,"MTN considers setting up financial tech firm
","MTN Rwanda is considering setting up an independent company to take on and operate its financial technology operations.,The development is an attempt by the telecom operator to increase relevance to financial technology which is increasingly characterizing the financial industry in aspects such as inclusion., said that with financial technology fast becoming influential in digital finance, they have been considering setting up an independent subsidiary running financial technology operations.,This would see Mobile Money move from a department within the telecom to a stand-alone company.,“Mobile Money was initially set up as a department within MTN Rwanda. Where we stand today, we see the future of digital finance, Fin-tech so much bigger than what we are today,” she said.,She said that they had already commenced engagement with the regulator, Central Bank, to establish the requirements and characteristics of the new firm.,She, however, said that the timelines for the establishment and constitution of the new firm are yet to be determined.,The new firm, she said, is expected to be agile to trends in fin-tech hence the autonomous structure.,This comes at a time when Fin-tech is expected to be a key driver in driving financial inclusion, fostering savings, access to short-term credit among others.,With increased mobile penetration and usage, the avenue could bridge a gap in access to financial services which financial sector operators such as banks have been unable to bridge.,In 2020, MTN Rwanda saw a significant uptake of their Mobile Money and data services with initial estimates pointing to a 20 per cent (year on year)growth in revenue.,Though audited financials are not out yet, Mark Nkurunziza, the operator’s Chief Financial Officer, said that they have noted a shift in revenue composition with data and Mobile Money increasingly raking in significant portions of revenue.,Chantal Kagame, the firm’s Chief Business and Corporate Affairs Officer, noted that during the course of 2020, the active mobile money user base had grown from 2.8 million to 3.2 million while MoMo Pay users had increased from about 200,000 to about 1.4 million.,This, she noted was indicative of progress in uptake of cashless payments within the economy.,“We currently have more than 2.4 million customers using MoKash both by saving and taking loans. These are mainly by low-income earners where the service has helped them to save, take loans and develop their lives in general,” she added.,However, with the increased uptake and usage,, there has been an increase of fraud which the firm said is constantly working to curb including,MTN is also expected to list on the , allowing Rwandans to invest and partake in its returns.,The development will see the 20 per cent stake held by Crystal Telecom Limited held directly by the public., While 100 per cent shares of MTN Rwanda will be listed on the stock exchange, the 20 per cent stake held by , will be available for trading by the public. MTN Group will hold the 80 per cent shares.,The Board of Crystal Telecom has recommended that the shareholders of , Rwanda when the listing happens through a transaction where CTL shall repurchase all its shares from its shareholders in exchange for MTN Rwanda shares as consideration (share swap).,The board has proposed that when MTN Rwanda lists, the share swap will be on a 1:1 ratio basis, with each shareholder receiving 1 MTN Rwanda share for every share repurchased by the CTL.,The share swap and the approval, therefore, shall be conditional upon the successful listing of MTN Rwanda on the RSE, an announcement by the Board mentioned.,CTL is also expected to wrap up operations and close the shop thereafter."
https://www.newtimes.co.rw/business/mission-oriented-post-covid-transformation,"Mission-oriented post-Covid transformation
","Although Rwanda was growing at a fast pace and transforming itself into a beacon of excellence for the continent, the pandemic will definitely leave a set of scars behind. The crisis we are experiencing has a triple face: a grave economic situation, accompanied by an increasingly urgent climate catastrophe, and exacerbated by a health emergency.,Our recovery must therefore have the direction of inclusive smart growth: more innovation, more well-being and more sustainability. This is essential to rethinking the direction of growth and also the way in which public and private interact, in order to ensure a long-term sustainable path. The objectives of sustainability and inclusion must cut across this entire transformation and must emerge from a process of consultation and discussion with institutional actors, but above all with citizens and social movements. This “bottom-up” approach allows challenges to be defined in such a way that they speak to the lives of citizens.,This transformative process requires a new approach to policy-making which is referred to as a mission-oriented approach. Missions are tools for transformations aimed at solving crucial social, environmental and technological challenges, by means of a concrete process, characterised by achievable targets, and involving as many sectors as possible; public institutions, social organisations and above all citizens, thus putting the person and the community at the centre of the economy.,This philosophy means that we should start looking beyond GDP as the yardstick for development and the United Nations’ 17 Sustainable Development Goals (SDGs) are aimed to provide such a direction and to also highlight the economic, social and environmental challenges on a global scale.,Tackling and solving these challenges requires a fundamental change from traditional industrial policies. It is crucial to move from a logic centred on a list of sectors to be supported, towards a better and more complete identification of problems whose solutions require multiple sectors and actors to finance and develop processes of innovation and transformation.,The idea behind missions is not to start by asking which sectors or technologies should be helped, but rather which problems need to be solved. The key is to think about problems in the most ambitious way possible, involving various economic actors in the solution (public, private and non-profit) and establishing new forms of collaboration at the level of individual projects. Much of the discussion around missions can be conceptualised in terms of major challenges, which in the case of the United Nations are represented by the 17 SDGs. Transforming these challenges into concrete missions is the first step.,Missions should be cross-cutting in terms of sectors and actors involved in the process. In this sense, a “vertical” mission on a theme can have a cross-cutting impact on different economic and social areas. The dynamics are both top-down, in terms of directionality of the challenge and the identification of the mission, and bottom-up, with the activation of projects that involve multiple actors and solve the everyday problems of citizens.,The success of missions requires the fulfilment of a series of conditions, which must be embedded in the process before and during their execution.,First, they need to be bold, inspirational and with social relevance. The missions must be able to inspire the actors involved and have a broad relevance for society. They must be able to connect with the challenges of sustainable development to have an impact on a significant part of the population.,Secondly, missions require citizen involvement. For their definition, implementation and evaluation, missions require citizen participation in public debate. They must also be shared by a healthy number of institutional and social actors, so that they can also be pursued through different political cycles.,Third, they need to be targeted, measurable and time-bound. The missions must have a precise direction. They must be focused, measurable (with tools that capture the overall qualitative impact) and bound by a time limit.,Fourth, missions need to be backed by public sector capacity. Missions require the development of skills and entrepreneurial spirit by the state. Public actors must conceive of themselves as elements of a system that creates and shapes markets and technologies. Among the capacities that the state must assume there are: the search for coordination between different structures that operate by departmental silos; greater flexibility and autonomy of some departments, agencies or other public organisations; a positive approach to risk, linked to learning processes; the possibility of setting a strategic use of public procurement on the entire industrial and social apparatus.,Fifth, ambitious but realistic. The missions must be ambitious in order to motivate the actors involved, but sufficiently realistic to be achieved. The financing of projects, by public and private parties, must be adequate and follow the needs for the realisation of the mission, without constraining its definition with strictly fixed limits or a short-term return perspective.,Finally, cross-cutting and bottom-up. The potential of the missions is maximised by the activation of multiple initiatives between different sectors, actors and disciplines. Several projects contribute to the realisation of missions, as well as to their possible redefinition, through constraints and opportunities that may bubble up during their implementation.,The mission approach presented here provides a lens through which to rethink economic and industrial policy. It is an innovative way to collaborate across sectors inspired by the great challenges we face. It must involve different actors, from the institutional arena to the business world, from universities to the third sector."
https://www.newtimes.co.rw/sports/mugisha-could-miss-tour-du-rwanda-2021,"Mugisha ‘could miss’ Tour du Rwanda 2021
","Rwanda’s push to finally win Tour du Rwanda for the first time since 2019 could be thwarted by the sudden decision by in-form rider Moise Mugisha who recently announced that he could miss this year’s edition as a result of persistent disputes between the rider and his club SKOL Adrien Cycling Academy (SACA).,The 13th edition of the cycling race will run from May 2-9. It was initially scheduled to take place from February 21-28 but was postponed to contain the spread of Covid-19.,Mugisha has not been on good terms with his club since winning the Grand Prix Chantal Biya in November last year after he was denied a move out of the club to end long-standing feuds with his coach Adrien Niyonshuti.,While SACA refused to release Mugisha and instead left him out of the squad training for the Tour du Rwanda as disputes remain unsolved, the rider told , that he no longer sees himself playing under a coach who, he says, has been treating him badly adding that he prefers to miss out on this year’s Tour du Rwanda until his contract expires in September.,“How can I play under a coach who beats me? I can’t work with someone with whom I have disputes. I requested the club to let me go but I was threatened that I have nowhere else to go,” claims Mugisha.,“I can’t continue doing my job in such conditions. Of course, I am unlikely to increase my points if I don’t participate in this year’s Tour du Rwanda edition but there are still chances in future editions,” he added.,Mugisha’s relationship with his coach Niyonshuti has been strained since July last year when the duo was involved in a training bust-up.,Although he is regarded as one of the favorites to win this year’s Tour du Rwanda, the rider was left out of the team preparing for Tour du Rwanda 2021 and is not able to train on his own after he was requested by SACA to return cycling equipment.,Niyonshuti recently told the media that, despite recent impressive performance at Grand Prix Chantal Biya, the young rider’s lack of discipline could ruin his cycling career if he does not make the profession a priority.,The tactician said he would be happy to see Mugisha back in the group and focus together on winning the Tour du Rwanda.,“Mugisha is a good player but he needs someone to advise him to help him give his career a good direction. He is not part of the group currently training for Tour du Rwanda as long as his issue is not sorted yet but if he is ready to rejoin the team to prepare for Tour du Rwanda, I would love to see him back,” Niyonshuti said.,Mugisha wanted to part ways with SACA but the club didn’t want to, prompting the rider to submit a complaint to Rwanda Cycling Federation (FERWACY) in February but he claims his request fell on deaf ears.,“I submitted the complaint by email at the beginning of February but I haven’t got any feedback,” he said.,However, FERWACY President Abdallah Murenzi, told this publication that the federation has done everything possible to end the feud between Mugisha and his club but no solution has been secured yet.,“We spoke to SKOL’s boss Ivan [Wulfaert], the player and his coach to see if the case can be solved amicably but in vain. We are still trying to play our role as a mediator but if it doesn’t materialize, then they can go to court,” Murenzi said. ,“The federation has nothing to do with what the club and the player agreed in the contract and we feel a competent court can better intervene,” he added."
https://www.newtimes.co.rw/business/how-female-duo-making-mark-kigalis-home-decor-industry,"How female duo is making a mark  in Kigali’s home décor industry
","With the Covid-19 pandemic and measures to curb it, many across the city are spending more time at home. This has led some to seek ways to improve their homes to make them more appealing.,Two young female graduates, Allen Ingabire and Paulette Mpano, driven by their passion for nature have found a business opportunity therein in interior and home décor.,It all started with their love for plants; how they transform spaces and their versatile capacity to act as herbs and medicine.,This, they say was fascinating to them and through research, they came to understand that this could be developed into a business. They ultimately saw potential in this field after discerning that it was a few people who had ventured into this type of business.,The more they talked to people about this idea, the more they were pushed and motivated to go for it. That’s how Ivy Bliss Murugo was born.,Their idea was to invest in something that would allow people to explore the beauty of nature in their homes and offices. They also desired to contribute towards the fight against climate change.,For three years now, the young entrepreneurs have had their focus on landscaping, indoor and outdoor decorations, where they sell potted plants, do gardening, designing and advisory in this field.,Their products are made through a combination of different materials from different vendors to come up with finished designs.,“To elaborate on this, we work with potters who make the pots, nursery owners to get plants and what we do is come up with an Ivy Bliss potted plant, or buy plants somewhere and plant them in someone’s garden,” they say.,When it was all still an idea, Ingabire, (the founder) had a conversation with the CEO and co-founder of Akilah institute, Elizabeth Dearborn Hughes, about what she was going to do in the future since she had just graduated (from Akilah), as she recalls.,“I explained to her the idea of starting a plant business in Kigali. Two months after the conversation, Elizabeth challenged me to provide 70 potted plants to all Akilah staff.  It was a huge first order and we were not prepared. We did not see it coming but we accepted the challenge. We had pots made, searched for plants and everything else that goes into a well finished product and delivered as agreed.”,And though, there are so many things they did not understand about plants, running a business and working with different vendors, their project ended up being a success, they say, adding that the money they made from this project became their capital and that it has been a fun journey since then.,They have since learnt a lot from the job. For example, they now understand that to be a great designer, one needs passion coupled with constant learning.,“This industry evolves a lot and it requires someone to really be on the lookout for what’s trending. We don’t call ourselves great designers or landscapers but we hope that one day we will be. What we most love about our job is the satisfaction that comes with doing what we love and seeing the expected results come to reality,” the girls share.,Even though they say they don’t have full time employees, they delight in the ability to create occasional opportunities for talented potters, plant nursery owners, carpenters, and gardeners. That makes them feel like they are contributing to their community.,“We also love that our business gives opportunities to our clients to explore what more they can do in their homes and offices that was not there in the last few years. To us, plants give a new life to any place. They grow, heal, bring peace and warmth into our homes which can inspire how we live daily. On top of that, we live in an era where people spend more time at home especially with the Covid-19 outbreak. People want something that keeps their mind busy outside of work, something that is relaxing and brings satisfaction.”,The feedback they have been getting since the first lockdown is the satisfaction and serenity that the plants offer; watering them and seeing them grow day by day- people embark on a journey with them and grow together.,When making or choosing designs, the duo says they look at what is durable, attractive to the eye and matches the space they are working with. This is how they mostly find what designs, plants or pots they use on a particular house/project.,“Usually, it depends on the space we are working on, whether it’s outdoors or indoors. We also consider clients’ preferences, along with many other factors. We then come up with tailored proposals, sometimes we work with clients who don’t know what exactly they want; for them we share proposals and try to sketch for them so that they envision what the finished product will look like.”,They have learnt that many clients are not familiar with knowledge about plants, for example they don’t know what plants go inside, what needs full sunlight, what doesn’t like water, or what you can’t have when you have babies around because of toxicity. That’s why they give all the required advice to clients before they embark on any project.,In Rwanda, indoor plants are the new thing and they stand out because they bring life and beauty into spaces, the girls say.,They also noticed that that the trend of hanging plants on walls or wood boards has been picking up lately.,“Not so long ago, people only planted plants in gardens and no one thought that some could be hung on walls, or placed on wood boards or even bring them inside. I think all these great innovations are coming and they give us an opportunity to help people have them in their homes.”,So far, their business has been a success with clear optimism for their business to grow and become the leading and go-to-plant guru for Rwanda and other countries.,Nonetheless, their journey hasn’t been without hiccups. For them, it was the constant fear that they will fail or that nobody was going to buy their product or service. They however trusted their guts and hopped on this journey.,The other challenge is; they are both full time employees at other companies which makes it a little challenging to fully concentrate on this business.,“Also, some people in Rwanda do not comprehend our business and it could be a challenge to penetrate the market. There is a limitation of what plants are available in the region. That makes it hard to provide different plants to different clients.”,On the other hand, their cash flow currently only allows them to work with occasional employees which sometimes is a challenge when they have big or urgent orders.,They nevertheless look to the future with hope to expand their line of business.,“One of the businesses we have started working on is gifting. We started with a pilot phase by creating gift hampers during the festive season and we received positive feedback. We intend to share more about ourselves and what we do so we can continue growing in this market.”"
https://www.newtimes.co.rw/sports/one-one-axel-mpoyo-rwandas-new-power-forward,"One-on-one with Axel Mpoyo, Rwanda’s new power-forward
","I was born in Kinshasa, Congo Jan 1997. My mother is Rwandese and my father is Congolese.,I have 3 siblings who include two brothers and a sister. My siblings play basketball and are arguably better than me.,I graduated high school at Meridian High School (Idaho, USA). I went on to play college basketball at Northeastern Junior College, then transferred to Grambling State University (Louisiana, USA) where I graduated.,I have always loved watching basketball. But I started really playing basketball in high school. Before that I thought I was going to be a football player. I also ran track and was getting college interest. (200M hurdles and High Jump) It wasn’t until my freshman year when I grew to be 6’4 I knew I really wanted to pursue basketball.,My rookie year (2019-2020) coming out of college I played for Apoel; a team in Cyprus and competed in the FIBA Europe cup. Unfortunately, the head coach who signed me left and so did I. I joined KB Trepca a team in Kosovo for the remainder of the year.,Of course this is around the same time the world started getting affected from this pandemic so my year ended early as leagues got cancelled.,My biggest games were played at Grambling State. A school not very known for winning before I got there. My recruiting class came in and played a huge part changing the culture.,We got the longest winning streak in the country for any D1 school at one point and competed against some of the best teams in the country like Iowa who have produced many NBA players. ,I grabbed 21 points and 6 rebounds against notable high major schools such as Georgia Tech who also have current NBA players from that team. Every stage feels big for me. I want to compete at the highest level I can in every game.,Other than college, Afrobasket to me feels like one of the big stages because I am representing a whole country.  ,It was my first call-up. I felt honored to be called to represent my country. At first, I didn’t know what to fully expect but I was really excited.,My career goal is to be the best possible version of myself. You never know where this game will take you or what team you will end up on, so I just want to be the best possible basketball player I can be while helping my team win.,Having started playing basketball late in my life I know I got a lot of room to grow. Also, another goal/dream since I started playing was to play in the NBA.,The experience I gained is priceless. Like I said it’s a blessing to be able to represent Rwanda in these tournaments. I can say fans should expect some highlight plays, a hard-working player, as well as a high level of competitiveness."
https://www.newtimes.co.rw/business/economic-opportunities-kigalis-wetlands,"Economic opportunities in Kigali’s wetlands
","As the government continues to mobilize funds to invest in recreational wetlands in Kigali City, Rwanda Environment Management Authority (REMA) has committed to encourage ecotourism investments among the private sector.,Different recreational wetlands are expected to generate revenues once developed.,Doing Business has looked into some wetlands and how their conservation could generate or are generating revenues.,Among the wetlands where biodiversity conservation could generate revenues is Nyandungu wetland connecting the sectors of Nyarugunga of Kicukiro District and Ndera of Gasabo District where an ecotourism park is being created, 130 hectares.,Theogene Ngaboyamahina, the Environmental Mainstreaming Officer at REMA said, last week, during wetland day celebrations that the construction works are at 72 percent and are set to be complete in May, 2021.,The urban park is being created to increase and conserve biodiversity, create green jobs, manage pollution and reduce floods.,The Ecotourism Park will feature walkways, cycling routes, boardwalks and bridges, nature viewing areas, bird hides, kiosks and picnic areas among other facilities that a modern park would have., Initial projections indicated that the park should generate over Rwf1 billion profit in the first 12 years of operation.,The park will offer several revenue streams including entry fees using differential pricing whereby visitors will be charged for entry to the park, guiding fees where visitors can choose to employ a freelance guide for the guide to earn an income while some areas in the park will be offered for wedding photos for a fee.,They also include ground rent on restaurant /café whereby a site in the park will be offered as a concession and the restaurant / café then pay a ground rent to the park., Sale of native plant species is another revenue stream as gardeners working at the site will grow native species of trees and other plants that will be offered for sale to visitors and others., The revenue sources again include entertainment and cultural events.,The park may choose to rent out areas of the park for events, providing that they fit the ethos of the park.,REMA is set to work with Rwanda Development Board for a long-term management plan.,The green and environmentally friendly Gikondo Recreational Park is being developed in the former Gikondo industrial park.,On one part of the wetland, gardens with green lawns, colorful indigenous tree species and refreshment facilities have been established.,Different species of indigenous trees such as sycamore trees, acacia trees have been planted as well as small ponds of waters with paths designed for pedestrians coming for sightseeing.,Kiosks from which different products can be sold such as refreshments and snacks for people will be set up to generate revenues.,Other facilities such as benches and chairs around swimming pools, showers and washing rooms, bicycles lanes, seats, Public Park, lights and sites for photography among many others are expected.,In order to fully restore the wetland, Gikondo is among the wetlands that are part of $175 million (approx. Rwf173bn) project to green the city and rehabilitate wetlands.,The wetlands to be rehabilitated include Gikondo, Nyabugogo, Rugenge, Kibumba, Rwintare, and Rugunga.,Already, players like Olivier Nsengimana, a renowned conservationist, have revamped a popular wetland formerly called Bambino Super-city along the Kigali-Rwamagana road, into a nature reserve for wild crowned cranes.,Umusambi Village is a beautifully restored wetland area, providing a sanctuary for over 70 endangered Grey Crowned Cranes saved from the illegal pet trade from private gardens around Kigali and other parts.,The village is a 21-hectare nature reserve, the first of its kind in Kigali that will allow visitors to enjoy walking trails while learning about the importance of protecting natural environments.,Last week, Nsengimana said that during peak seasons, the village is visited by about 4,000 visitors per month.,The wetland separates the affluent neighbourhood of Nyarutarama and Kacyiru in the Gasabo sector, opposite to the golf course.,According to the developers, the wetland had been polluted with waste.,The park has gardens, small lakes, a mini-golf course, a nature park and an art exhibition that conserve biodiversity and   attract tourists.,It has tree species that attract birds which are rare in Kigali city.,The birds help in conservation education in schools and different research.,The place has a an event site which members of the public can use for weddings, picnics, birthday parties, wedding photo shoots, shooting music videos as well as wedding proposals.,Parents also come with their children to play in the scenic gardens while others can do fishing in the small lakes.,Every person is charged Rwf5, 000 while those who come for photo shoots pay an extra Rwf60,000.,According to a new law that governs biological diversity and wildlife in Rwanda, whose draft was approved by the cabinet in October 2020, private companies seeking to venture into wildlife conservation for commercial gain will now be allowed to do so."
https://www.newtimes.co.rw/sports/basketball-nba-sets-date-inaugural-bal-tourney,Basketball: NBA sets date for inaugural BAL tourney,"Rwanda will host the inaugural edition of the Basketball Africa League (BAL) from May 16 to 30 at the Kigali Arena.,The two-week tournament — the first professional league run by the NBA outside North America —will see 12 clubs from 12 different African countries rub shoulders in Kigali.,The competition’s inaugural season was due last year, but it was postponed twice because of the Covid-19 pandemic.,Rwanda’s Patriots qualified for the continental competition after registering a , in the two-round qualifiers in 2019.,BAL is a partnership between the International Basketball Federation (FIBA) and the National Basketball Association (NBA).,“We are thrilled that the inaugural Basketball Africa League season will take place at the world-class Kigali Arena,” said BAL president Amadou Gallo Fall. ,“Through the BAL, we will provide a platform for elite players from across the continent to showcase their talent and inspire fans of all ages, use basketball as an economic growth engine across Africa, and shine a light on Africa’s vibrant sporting culture.”,“We are extremely happy to finally launch the highly anticipated first season of BAL,” said FIBA Africa and BAL Board president Anibal Manave. ,“FIBA and the NBA have been working closely together to develop protocols to address the health and safety of all players, coaches and officials.  The experience of hosting the FIBA AfroBasket 2021 Qualifiers in Rwanda late last year will contribute to a safe and successful inaugural BAL season.”,BAL has also announced an adjusted competition format for the inaugural season, which will feature a total of 26 games at the Kigali Arena. The competition will tip off with an 18-game group phase with the 12 teams divided into three groups of four.,During the group phase, each team will face the three other teams in its group once.  The top eight teams from the group phase will qualify for the playoffs, which will be single elimination in all three rounds.,Below are the 12 club teams from 12 African countries that will compete in the inaugural BAL season:,Ferroviario de Maputo (Mozambique), GNBC (Madagascar), Rivers Hoopers (Nigeria), Petro de Luanda (Angola), AS Douanes (Senegal), AS Police (Mali), FAP (Cameroon), Union Sportive Monastir (Tunisia), AS Sale (Morocco), GSP (Algeria), Patriots (Rwanda) and Zamalek (Egypt)."
https://www.newtimes.co.rw/sports/chan2020-amavubi-hold-champions-morocco-goalless-draw,"CHAN2020: Amavubi hold champions Morocco to goalless draw
","Rwanda 0-0 Morocco,The national football team held champions Morocco to a goalless draw during Amavubi’s second group match at the Stade de la Reunification in Douala.,Morocco were the first to make an attempt at goal and came close to taking an early lead but goalkeeper Olivier Kwizera came to the rescue.,Attacking midfielder Muhadjiri Hakizimana troubled the Morocco defenders with his quick reaction and speed, but still failed to find the back of the net.,In the second-half, the two teams pushed forward and skipper Jacques Tuyisenge, who is featuring in his third CHAN appearance, had another chance deep in the second half but his shot went wide.,Amavubi continued to push forward, but showed that they will have a lot to work on to improve their attacking lines as the tournament progresses.,Rwanda face an arduous task in their next game as they face debutant Togo in the Group C's final game.,Rwanda are making their fourth appearance at the African Nations Championship.,In their opening game, the Amavubi played out , with the Cranes of Uganda, as both nations failed to convert their chances.,Amavubi will now have to win their last match to have a realistic chance of progressing to quarterfinals of the CHAN 2020 championship.,Although Amavubi’s barren run in front of goal continued, many people lauded the national team for their spirited display against teams that have been on form recently.,Former Senate President Bernard Makuza, an avid sports fan backed the team to get a good result in the next match and praised their determination for holding the champions, who have been in good form.,“Congratulations to Amavubi for being determined and focused. We look forward to the last match, wishing you the best…,” Makuza tweeted.,Sports Minister Aurore Mimosa Munyangaju lauded the team for being brave in their approach against the champions and added that Amavubi fans will be expecting a win in the last match against Togo."
https://www.newtimes.co.rw/sports/amavubi-captain-tuyisenge-hopes-be-clinical-morocco-match,"Amavubi captain Tuyisenge hopes to be clinical in Morocco match
","Amavubi striker and captain Jacques Tuyisenge is hoping he will be more clinical in front of goal when the national team takes on Morocco in the second Group C game at the ongoing African Nations Championship (CHAN) in Douala, Cameroon.,The match starts at 6 pm Rwandan time, at the 30,000-seater Stade de la Réunification. ,“We are ready for the game and we want to win the game, we played well against Uganda but failed to score but now we have to be at our top level. We need to be more clinical in front of goal and part of that responsibility is mine. I hope to score today,” Tuyisenge said.,Rwanda are making their fourth appearance at the African Nations Championship.,In their opening game, the Wasps played out , with the Cranes of Uganda, as both nations failed to convert their chances.,Muhadjiri Hakizimana came closest to scoring on the half-hour mark, when he rattled the crossbar after gliding past a couple of Uganda defenders.,Head coach Vincent Mashami continues to struggle for results, managing just three wins in 13 competitive games since his appointment in 2018.,Rwanda have failed to taste victory in their last nine outings, with their last win coming in 2019 when they defeated Ethiopia in the CHAN 2020 qualifiers.,They are also winless in their last three meetings with Morocco, and will need to end this poor run if they hope to progress to the next round.,A win will lift Rwanda to one point clear of the defending champions at the top of Group C, and almost guarantee Amavubi’s place in the quarter-finals.,Rwanda will be without the services of midfielder ,, who was injured midway through the game against Uganda.,Striker Ernest Sugira is also expected to push for a place in the starting XI. The Rayon Sports striker who lit up the 2016 CHAN edition with 3 goals was suspended for the first match.,The Atlas Lions of Morocco became the first nation to host and win the African Nations Championship in 2018, after an emphatic 4-1 victory against Nigeria in the final.,Morocco will be aiming to make it two wins from two when they take on Rwanda, after opening their title defense with a shaky win on Monday evening.,The 2018 winners battled for a 1-0 victory against a resilient Togo side, while Rwanda settled for a goalless draw with Uganda at the Douala Reunification Stadium.,Zniti, El Moussaoui, Boutouil, Bouftini, Baadi, Jabrane, Larbi, El Karti, Rahimi, El Kaabi, and Hadraf., ,Olivier Kwizera (GK), Thierry Manzi, Ange Mutsinzi, Fitina Ombalenga, and Emmanuel Imanishimwe, Olivier ‘Seif’ Niyonzima, Rachid Kalisa, Dominique-Savio Nshuti, Muhadjiri Hakizimana, Ernest Sugira and Jacques Tuyisenge."
https://www.newtimes.co.rw/sports/football-fraternity-mourns-sc-kiyovu-legend-seburengo,"Football fraternity mourns SC Kiyovu legend Seburengo
","Family, friends, and the football fraternity have paid tribute to Kiyovu legend Abdu Seburengo who succumbed to illness on Thursday, January 21, at Kigali University Teaching Hospital (CHUK).,Seburengo, 75, is a former player, coach and one of the founders of the Mumena-based club which was founded in 1964.,The passing of the football legend shocked so many people, especially his family and the club’s administration.,“Seburengo had Kiyovu SC in his heart and he was a lifetime supporter of the club. He means a lot to the club's history. It is hard to describe what a big loss he is to the club and the football fraternity in general because people who love the club like he does are rare,” said club-president Juvenal Mvukiyehe in a telephone interview.,“Shortly after I was elected Kiyovu SC president, Seburengo visited me at my home and we discussed a lot about the future and the philosophy of our club. I was that time excited to talk to the man who the club’s history is built around. He will always be remembered,” he added.,Hemedy Minani, who was Kiyovu SC fans president for 13 years, told , that Seburengo was a football icon who not only leaves a legacy at the club but also an example of what a real football fan should be.,“I knew Seburengo ever since I was young. Whether the club was in good or bad moments, he never thought of giving up. He was so proud to support Kiyovu. To be honest, he is the reason why I support this club,” said Minani.,Seburengo leaves behind a wife and eight children. He also had grand-children. His body will be laid to rest on Friday, January 22 at Nyamirambo Cemetery.,His extended family are avid fans of Kiyovu sports club.,A part of Kigali Stadium was named ‘Kwa Seburengo’. It only accommodates the supporters of the club. It is said that no supporter from the opposing team sits there when Kiyovu SC plays at the stadium."
https://www.newtimes.co.rw/sports/five-key-rwandan-players-look-out-rescheduled-chan-2020,"Five key Rwandan players to look out for at rescheduled CHAN 2020
","The national football team, Amavubi, start the quest for Rwanda’s first African Nations Championships (CHAN) silverware on Monday, January 18, when they take on regional arch-rivals Uganda at Stade de la Reunification in Douala.,The three-week showpiece, which was initially due in April 2020, runs from January 16 through February 7 in Cameroon.,Vincent Mashami’s side arrived in the Central African country on Wednesday and have since been holding daily training sessions at Stade Bonamoussadi.,Despite a poor showing in two warm-up matches against Republic of the Congo last week where they drew one and lost one, Amavubi players , are optimistic about turning their fortunes around in Cameroon.,Rwanda makes Group C alongside holders Morocco, Uganda and Togo.,looks at five key players to Rwanda’s charge at the 6th CHAN finals tournament.,The Rayon Sports shot-stopper, who is making his second appearance in CHAN finals, has regained the trust of head coach Mashami since the tactician brought him back between the sticks after costly howlers that cost Amavubi’s chances of qualifying for AFCON 2019.,His performance against Cape Verde in the 2021 Africa Cup of Nations (AFCON) qualifiers last November did not only impress Mashami, but his maturity and timely interventions were also widely seen as the biggest highlight in both matches – which ended goalless.,With 10 caps to his name so far, the 25-year-old will be a reliable asset to count on if Amavubi are to better their 2016 CHAN success when they reached the quarter-finals where they were seen off by eventual winners DR Congo.,The Rwanda Premier League’s highest-paid player has been struggling with goals this season, both at club and with the national team, but, as the captain, all eyes will be on him to rediscover his scoring form and cause all sorts of troubles to opponents in Cameroon.,Tuyisenge’s experience at African competitions will be crucial for Amavubi. He is a proven leader in crucial games and understands what it means to be the team captain.,If Rwanda is to advance beyond the group stage, or clinch the title as he promised, Tuyisenge will need to be at his best.,Rwanda would probably not be in Cameroon if it was not for Sugira’s vital goals – including , – that sent Ethiopia packing during the qualifiers in October 2019. Amavubi saw off Ethiopia 2-1 on aggregate over the two-legged tie.,The striker, who was at the time struggling with game time at club level under APR FC’s head coach Adil Erradi, has always been a great asset for the national team and Mashami knows it.,He was named on the 18-man team of the tournament during the 2016 edition that Rwanda hosted.,The forward will be looking to extend his form to the national team, after his spot-kick last week lifted AS Kigali past Ugandan side KCCA to reach the playoffs of the Caf Confederation Cup.,The former APR FC player has been struggling to find himself in Mashami’s formation, but, with his ball control, master skill in free kicks and long-range strikes, he remains s a player for big moments.,Coupled with his pace and passing prowess, Hakizimana can be every opponent’s fear factor, and playing behind a possible Sugira-Tuyisenge striking duo could shake any defence.,A very tenacious right-back with rare defensive errors, Fitina has proven to be a key component in Mashami’s plan given his versatility to defend and launch counter-attacks.,The APR defender’s presence, consistency and leadership gives Mashami a sigh of relief in back-line and he will ensure there is safety in the whole defensive department.,Ombalenga, 24, already has 36 international caps to his name and has scored once."
